code,accessible_area,accessible_area_m2pg,occupiable_area,occupiable_area_m2pg,accessible_volume,accessible_volume_pct,occupiable_volume_pct,specific_occupiable_area,lcd,pld,maxdsi,maxdsd_a,maxdsd_b,maxdsd_c,framework_density,a,b,c,alpha,beta,gamma,td10,topological_density,channel_dim,atoms,portals,cages,channels,junctions,connections,vol_accessibility_ratio,area_vol_ratio,pore_anisotropy,confinement_ratio,connections_per_atom,ab_ratio,bc_ratio,CO2_capacity_mmol_g,CO2_N2_selectivity,desorption_energy_kJ_mol,data_source
SVV,0.0,0.0,474.08,848.51,0.0,0.0,8.61,1529.83,6.9,4.7,6.41,1.94,1.62,1.94,18.0,13.1231,13.3734,21.26198,90.0,123.642,90.0,852.0,0.6981845,0.0,108.0,59.0,6.0,31.0,29.0,72.0,0.0,81.05164533820842,0.10077386516764372,0.7083333333333334,0.6477272727272727,0.9812837423542256,0.6289818728077065,0.29357315117348615,11.621862873178774,24.012757279083957,estimated
SZR,329.14,916.37,338.17,941.52,190.51,9.33,9.37,1656.17,6.9,5.3,6.27,3.32,3.32,4.69,17.6,18.87,14.401,7.514,90.0,90.0,90.0,910.0,0.78,3.0,108.0,60.0,6.0,28.0,26.0,48.0,0.9957310565635006,98.21757770632368,0.209435975849017,0.7681159420289855,0.4444444444444444,1.3103256718283454,1.9165557625765237,0.65,18.0,27.0,literature
TER,805.69,1009.41,805.69,1009.41,599.57,12.77,12.77,1716.4,7.6,5.1,6.94,5.16,1.94,4.74,17.0,9.807,23.646,20.242,90.0,90.0,90.0,872.0,0.739316,2.0,240.0,108.0,8.0,100.0,64.0,200.0,1.0,79.04541895066562,0.4435303896438425,0.6710526315789473,0.8333333333333334,0.4147424511545293,1.1681652010670882,1.0450185441277977,26.17055663899762,29.15791730649678,estimated
THO,154.86,1552.17,154.86,1552.17,63.17,9.94,9.94,2437.88,5.8,4.1,5.15,3.26,3.0,3.69,15.7,14.0,7.0,6.482,90.0,90.0,90.0,784.0,0.666667,3.0,30.0,25.0,2.0,16.0,10.0,48.0,1.0,156.1539235412475,0.1050671936137025,0.7068965517241379,1.6,2.0,1.079913606911447,1.3,40.0,33.0,literature
TOL,0.0,0.0,600.7,836.21,0.0,0.0,8.05,1490.32,7.0,2.6,6.37,2.36,2.36,2.06,17.9,12.279,12.279,30.869,90.0,90.0,120.0,816.0,0.693,0.0,216.0,192.0,10.0,67.0,41.0,142.0,0.0,81.05164533820842,0.07663941626410957,0.37142857142857144,0.6574074074074074,1.0,0.39777770578897925,0.3749141582769835,12.418621755634408,23.596197719636585,estimated
TON,168.43,703.41,168.95,705.56,106.33,8.04,8.04,1277.27,5.7,5.7,5.71,2.31,1.56,5.11,18.1,14.105,17.842,5.256,90.0,90.0,90.0,1006.0,0.867111,1.0,72.0,29.0,0.0,52.0,30.0,68.0,1.0,87.48880597014926,0.6250728500556134,1.0,0.9444444444444444,0.7905503867279454,3.394596651445966,0.6,18.0,28.0,literature
TSC,4999.04,1304.81,5361.33,1399.37,8092.22,27.85,28.43,1845.34,17.1,4.7,16.45,4.08,4.08,4.08,13.2,30.742,30.742,30.742,90.0,90.0,90.0,590.0,0.482539,3.0,1152.0,680.0,48.0,776.0,200.0,1552.0,0.9795990151248681,46.85134649910233,0.0,0.27485380116959063,1.3472222222222223,1.0,1.0,2.8,70.0,37.0,literature
TUN,1689.79,882.11,1702.38,888.68,1409.76,12.93,12.94,1561.22,9.1,6.0,8.46,4.9,5.39,4.9,17.6,27.845,20.015,19.596,90.0,93.2,90.0,929.0,0.803,3.0,576.0,176.0,30.0,86.0,148.0,253.0,0.9992272024729522,68.22196442382058,0.055872606695770155,0.6593406593406593,0.4392361111111111,1.3912065950537096,1.0213819146764647,0.9218103478038959,25.973091233608145,30.01672821596327,estimated
UEI,487.96,1018.9,487.96,1018.9,179.51,6.53,6.53,1775.02,6.2,4.4,5.6,1.9,3.77,3.15,17.5,19.46,9.351,15.107,90.0,90.0,90.0,832.0,0.708844,2.0,144.0,76.0,4.0,36.0,32.0,72.0,1.0,156.0336906584992,0.3239874032661241,0.7096774193548387,0.5,2.0810608491070473,0.6189845766863045,0.6000651051015455,20.832372341782737,27.70378192037614,estimated
UFI,819.76,1283.79,819.76,1283.79,831.13,19.74,19.74,1947.19,10.7,4.5,10.09,3.89,3.89,1.88,15.2,12.125,12.125,28.636,90.0,90.0,90.0,747.0,0.641317,2.0,192.0,147.0,16.0,112.0,40.0,240.0,1.0,65.03495440729483,0.3603956649289279,0.42056074766355145,1.25,1.0,0.42341807515016067,1.353146141422945,30.508245708334428,31.455454786287408,estimated
UOS,232.54,971.13,232.54,971.13,122.87,9.02,9.02,1707.29,6.5,4.2,5.85,2.6,4.24,3.05,17.6,19.905,7.546,9.068,90.0,90.0,90.0,873.0,0.6981845,3.0,72.0,49.0,6.0,16.0,20.0,40.0,1.0,107.66407982261642,0.2570379602234579,0.6461538461538462,0.5555555555555556,2.637821362311158,0.8321570357300397,0.752356322946907,28.73023162350267,29.760732473017374,estimated
UOV,1906.56,1085.75,1907.27,1086.15,1857.38,17.13,17.13,1759.39,6.9,4.7,6.98,6.44,5.38,5.03,16.2,12.71775,21.98932,38.76387,90.0,90.0,90.0,811.0,0.6981845,3.0,108.0,59.0,6.0,31.0,29.0,72.0,1.0,63.382953882078226,0.1307161237136538,0.7083333333333334,0.6477272727272727,0.5783603130974492,0.5672632789244212,1.070441296455801,28.177565629646256,28.81024452226673,estimated
UOZ,0.0,0.0,284.61,713.15,0.0,0.0,6.5,1390.31,6.1,4.7,5.43,1.49,1.49,1.32,19.5,8.621,8.621,27.544,90.0,90.0,90.0,776.0,0.658436,0.0,120.0,198.0,8.0,0.0,8.0,0.0,0.0,81.05164533820842,0.06847642727597884,0.7083333333333334,0.0,1.0,0.31299012489108335,0.3204703043792873,12.642633458217983,24.78216887183264,estimated
USI,499.74,1252.2,499.74,1252.2,439.22,17.47,17.47,1987.4,7.4,5.6,6.76,1.73,4.04,6.28,15.9,21.119,12.971,9.672,90.0,108.367,90.0,691.0,0.590377,2.0,120.0,88.0,6.0,18.0,18.0,52.0,1.0,71.67716084716658,0.5664123838555328,0.7567567567567567,0.43333333333333335,1.6281705342687534,1.3410876757650951,1.5786992269704687,33.670252080695036,31.01597882219609,estimated
UTL,813.16,1072.38,813.16,1072.38,1066.23,21.88,21.88,1668.94,8.2,8.2,9.3,1.38,5.77,7.61,15.6,28.996,13.968,12.449,90.0,104.91,90.0,826.0,0.713707,2.0,228.0,60.0,18.0,12.0,28.0,12.0,1.0,49.011882998171856,0.650568450366753,1.0,0.05263157894736842,2.0758877434135163,1.1220178327576513,0.9797192538928355,22.037097939075153,26.572487919121137,estimated
UWY,638.21,1066.12,638.21,1066.12,595.45,16.18,16.18,1734.25,9.4,6.6,8.78,4.96,5.45,6.11,16.3,25.11,12.733,11.51,90.0,90.0,90.0,838.0,0.6981845,3.0,180.0,124.0,25.0,18.0,39.0,32.0,1.0,65.8912237330037,0.104798499349659,0.702127659574468,0.17777777777777778,1.972041152909762,1.1062554300608167,0.9932190412483757,27.860267632701778,29.0532720976283,estimated
VET,82.14,484.28,82.14,484.28,65.91,7.82,7.82,975.07,6.6,6.6,6.39,1.51,1.51,5.98,20.2,13.048,13.048,4.948,90.0,90.0,90.0,1023.0,0.913737,1.0,51.0,26.0,4.0,8.0,12.0,8.0,1.0,61.928388746803066,0.8602519010925426,1.0,0.1568627450980392,1.0,2.6370250606305574,0.6194069468212973,13.930746450487408,25.971802163299017,estimated
VFI,334.89,932.37,362.18,1008.34,631.71,25.4,25.55,1456.48,12.0,12.0,12.03,2.4,2.4,11.39,14.5,18.284,18.284,8.589,90.0,90.0,120.0,669.0,0.5625,1.0,108.0,84.0,0.0,114.0,276.0,1647.0,0.9941291585127201,36.707480314960634,0.9617749697371345,1.0,15.25,1.0,2.128769356153219,0.5,8.0,20.0,literature
VNI,549.39,917.74,607.86,1015.41,159.06,4.66,5.08,1779.72,5.4,3.2,4.8,3.16,3.16,2.53,17.6,10.002,10.002,34.141,90.0,90.0,90.0,971.0,0.896603,3.0,180.0,104.0,12.0,73.0,56.0,211.0,0.9173228346456693,196.93991416309012,0.12329853206422524,0.5925925925925926,1.1722222222222223,1.0,0.29296154184118806,0.48176874219944676,25.881270632598017,28.595873560810514,estimated
VSV,484.98,1350.25,484.98,1350.25,137.88,6.43,6.43,2263.46,5.0,3.4,4.31,3.77,3.77,2.9,16.8,7.156,7.156,41.842,90.0,90.0,90.0,948.0,0.818,3.0,108.0,56.0,4.0,70.0,35.0,249.0,1.0,209.9922239502333,0.14433756729740646,0.6799999999999999,2.3055555555555554,1.0,0.171024329620955,0.5752436190297541,28.712301200912762,29.250662314383057,estimated
WEI,314.8,1577.6,314.8,1577.6,94.8,7.82,7.82,2597.85,3.9,3.9,4.19,3.43,3.43,3.46,16.5,11.803,10.278,9.989,90.0,90.0,90.0,773.0,0.655864,3.0,60.0,28.0,0.0,20.0,12.0,20.0,1.0,201.7391304347826,0.0050350314173513554,1.0,0.3333333333333333,1.1483751702665888,1.0289318250075081,0.25,12.0,24.0,literature
WEN,243.78,1221.69,247.49,1240.3,139.93,11.58,11.61,2048.51,6.2,3.1,5.53,4.84,4.84,3.16,16.6,13.587,13.587,7.557,90.0,90.0,120.0,755.0,0.640693,3.0,59.0,43.0,3.0,10.0,14.0,25.0,0.9974160206718347,105.5,0.22662347014919884,0.5,0.423728813559322,1.0,1.797935688765383,1.140822845607413,39.04385722662437,32.6303373491908,estimated
YUG,161.01,1008.61,161.01,1008.61,50.85,5.7,5.7,1806.39,5.1,3.7,4.49,3.08,1.44,3.12,18.0,10.248,13.788,6.782,90.0,111.545,90.0,935.0,0.797884,2.0,48.0,11.0,2.0,14.0,11.0,40.0,1.0,176.94912280701755,0.37641758048206686,0.7254901960784315,0.8333333333333334,0.7432550043516101,2.03302860513123,0.9,25.0,30.0,literature
ZON,291.05,911.59,291.05,911.59,143.03,8.07,8.07,1641.47,6.5,4.0,5.83,2.63,3.52,1.58,18.0,6.918,14.87,17.236,90.0,90.0,90.0,798.0,0.679089,2.0,96.0,32.0,8.0,24.0,16.0,61.0,1.0,112.96034696406444,0.3768819018400999,0.6153846153846154,0.6354166666666666,0.4652320107599193,0.8627291715015084,0.6412800914344257,24.342592958043944,29.00033801144601,estimated
